Coordenada_genetica;Gen;Enfermedad_asociada;Significancia_clinica
Chr17:78079658;GAA;Enfermedad de Pompe;Likely benign
Chr17:78092511;GAA;Enfermedad de Pompe;Likely benign
Chr17:78092442;GAA;Enfermedad de Pompe;Likely benign
Chr17:78092167;GAA;Enfermedad de Pompe;Likely benign
Chr17:78086661 - 78086662;GAA;Enfermedad de Pompe;Likely benign
Chr17:78090747;GAA;Enfermedad de Pompe;Likely benign
Chr17:78081398;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082422 - 78082424;GAA;Enfermedad de Pompe;Likely benign
Chr17:78083812;GAA;Enfermedad de Pompe;Likely benign
Chr17:78091562;GAA;Enfermedad de Pompe;Likely benign
Chr17:78085915;GAA;Enfermedad de Pompe;Likely benign
Chr17:78090922;GAA;Enfermedad de Pompe;Likely benign
Chr17:78091983;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078433;GAA;Enfermedad de Pompe;Likely benign
Chr17:78079619;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082481;GAA;Enfermedad de Pompe;Likely benign
Chr17:78084647 - 78084648;GAA;Enfermedad de Pompe;Likely benign
Chr17:78079544;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078460;GAA;Enfermedad de Pompe;Likely benign
Chr17:78091506;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078938;GAA;Enfermedad de Pompe;Likely benign
Chr17:78081532;GAA;Enfermedad de Pompe;Likely benign
Chr17:78093115;GAA;Enfermedad de Pompe;Likely benign
Chr17:78087088;GAA;Enfermedad de Pompe;Likely benign
Chr17:78083776;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082310;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082081;GAA;Enfermedad de Pompe;Likely benign
Chr17:78079652;GAA;Enfermedad de Pompe;Likely benign
Chr17:78084834;GAA;Enfermedad de Pompe;Likely benign
Chr17:78092441;GAA;Enfermedad de Pompe;Likely benign
Chr17:78087008;GAA;Enfermedad de Pompe;Likely benign
Chr17:78090836;GAA;Enfermedad de Pompe;Likely benign
Chr17:78084760;GAA;Enfermedad de Pompe;Likely benign
Chr17:78086528;GAA;Enfermedad de Pompe;Likely benign
Chr17:78092163;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078844;GAA;Enfermedad de Pompe;Likely benign
Chr17:78091973;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078592;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082414;GAA;Enfermedad de Pompe;Benign
Chr17:78083809;GAA;Enfermedad de Pompe;Likely benign
Chr17:78086366;GAA;Enfermedad de Pompe;Likely benign
Chr17:78086500;GAA;Enfermedad de Pompe;Likely benign
Chr17:78084513;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082141;GAA;Enfermedad de Pompe;Likely benign
Chr17:78087003;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082129;GAA;Enfermedad de Pompe;Likely benign
Chr17:78091391;GAA;Enfermedad de Pompe;Likely benign
Chr17:78085907;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078841;GAA;Enfermedad de Pompe;Likely benign
Chr17:78085765;GAA;Enfermedad de Pompe;Likely benign
Chr17:78085772;GAA;Enfermedad de Pompe;Likely benign
Chr17:78085771;GAA;Enfermedad de Pompe;Likely benign
Chr17:78081670;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082642;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078464;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082528;GAA;Enfermedad de Pompe;Likely benign
Chr17:78093097;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078520;GAA;Enfermedad de Pompe;Likely benign
Chr17:78086479;GAA;Enfermedad de Pompe;Likely benign
Chr17:78083869;GAA;Enfermedad de Pompe;Likely benign
Chr17:78090866;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078943;GAA;Enfermedad de Pompe;Likely benign
Chr17:78081613;GAA;Enfermedad de Pompe;Likely benign
Chr17:78081539;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078769;GAA;Enfermedad de Pompe;Likely benign
Chr17:78090800;GAA;Enfermedad de Pompe;Likely benign
Chr17:78083724;GAA;Enfermedad de Pompe;Likely benign
Chr17:78079705;GAA;Enfermedad de Pompe;Likely benign
Chr17:78086413;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082400;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078652;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078757;GAA;Enfermedad de Pompe;Likely benign
Chr17:78081437;GAA;Enfermedad de Pompe;Likely benign
Chr17:78081437;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078835;GAA;Enfermedad de Pompe;Likely benign
Chr17:78087064;GAA;Enfermedad de Pompe;Likely benign
Chr17:78081709;GAA;Enfermedad de Pompe;Likely benign
Chr17:78087124;GAA;Enfermedad de Pompe;Likely benign
Chr17:78084520;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082322;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082346;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082272;GAA;Enfermedad de Pompe;Likely benign
Chr17:78085813;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078853;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078886 - 78078887;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082274;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078541;GAA;Enfermedad de Pompe;Likely benign
Chr17:78083728;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078565;GAA;Enfermedad de Pompe;Likely benign
Chr17:78091530;GAA;Enfermedad de Pompe;Likely benign
Chr17:78079595;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078511;GAA;Enfermedad de Pompe;Likely benign
Chr17:78092129;GAA;Enfermedad de Pompe;Likely benign
Chr17:78084838;GAA;Enfermedad de Pompe;Likely benign
Chr17:78087174;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082153;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082142;GAA;Enfermedad de Pompe;Likely benign
Chr17:78090825;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082319;GAA;Enfermedad de Pompe;Likely benign
Chr17:78084515;GAA;Enfermedad de Pompe;Likely benign
Chr17:78086815;GAA;Enfermedad de Pompe;Likely benign
Chr17:78085843;GAA;Enfermedad de Pompe;Likely benign
Chr17:78086814;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082222;GAA;Enfermedad de Pompe;Likely benign
Chr17:78090924;GAA;Enfermedad de Pompe;Likely benign
Chr17:78092508;GAA;Enfermedad de Pompe;Likely benign
Chr17:78084537;GAA;Enfermedad de Pompe;Likely benign
Chr17:78081422;GAA;Enfermedad de Pompe;Likely benign
Chr17:78081350;GAA;Enfermedad de Pompe;Likely benign
Chr17:78083862;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082195;GAA;Enfermedad de Pompe;Likely benign
Chr17:78090919;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078947;GAA;Enfermedad de Pompe;Likely benign
Chr17:78090806;GAA;Enfermedad de Pompe;Likely benign
Chr17:78092460;GAA;Enfermedad de Pompe;Likely benign
Chr17:78081580;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078940;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078640;GAA;Enfermedad de Pompe;Likely benign
Chr17:78092622;GAA;Enfermedad de Pompe;Likely benign
Chr17:78081640;GAA;Enfermedad de Pompe;Likely benign
Chr17:78079565;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082416;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082078;GAA;Enfermedad de Pompe;Likely benign
Chr17:78091494;GAA;Enfermedad de Pompe;Likely benign
Chr17:78079640;GAA;Enfermedad de Pompe;Likely benign
Chr17:78081710;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078583;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082597;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082612;GAA;Enfermedad de Pompe;Likely benign
Chr17:78092614;GAA;Enfermedad de Pompe;Likely benign
Chr17:78086386;GAA;Enfermedad de Pompe;Likely benign
Chr17:78084733;GAA;Enfermedad de Pompe;Likely benign
Chr17:78084543;GAA;Enfermedad de Pompe;Likely benign
Chr17:78084597;GAA;Enfermedad de Pompe;Likely benign
Chr17:78086661;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082276;GAA;Enfermedad de Pompe;Likely benign
Chr17:78081343;GAA;Enfermedad de Pompe;Likely benign
Chr17:78090812;GAA;Enfermedad de Pompe;Likely benign
Chr17:78084544;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78084760;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78090816;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78081467;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082210;GAA;Enfermedad de Pompe;Likely pathogenic
Chr17:78087060;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78083861;GAA;Enfermedad de Pompe;Likely benign
Chr17:78081472;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082608;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078781;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78087086;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78079594;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078812;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78084602;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78092028;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078434;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78086420;GAA;Enfermedad de Pompe;Likely pathogenic
Chr17:78079584;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78090819;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78084753;GAA;Enfermedad de Pompe;Likely pathogenic
Chr17:78092437;GAA;Enfermedad de Pompe;Likely benign
Chr17:78090871;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78084773;GAA;Enfermedad de Pompe;Likely pathogenic
Chr17:78081438;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078693;GAA;Enfermedad de Pompe;Likely pathogenic
Chr17:78078701 - 78078702;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078351;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082182;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78081355;GAA;Enfermedad de Pompe;Likely pathogenic
Chr17:78082385;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78091563;GAA;Enfermedad de Pompe;Conflicting interpretations of pathogenicity
Chr17:78078732;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78081663;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78090847;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78084632;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082396;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78081597;GAA;Enfermedad de Pompe;Likely pathogenic
Chr17:78082093;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078852;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082633;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78091383;GAA;Enfermedad de Pompe;Conflicting interpretations of pathogenicity
Chr17:78083793;GAA;Enfermedad de Pompe;Likely pathogenic
Chr17:78092587;GAA;Enfermedad de Pompe;Likely pathogenic
Chr17:78086498;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78084551;GAA;Enfermedad de Pompe;Conflicting interpretations of pathogenicity
Chr17:78092528;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78081538;GAA;Enfermedad de Pompe;Likely benign
Chr17:78087107;GAA;Enfermedad de Pompe;Likely pathogenic
Chr17:78081379;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78091405;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078674;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78087096;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78087086;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78087107;GAA;Enfermedad de Pompe;Likely pathogenic
Chr17:78081526 - 78081527;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078733;GAA;Enfermedad de Pompe;Likely benign
Chr17:78082094;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78083791 - 78083792;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78087141 - 78087142;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78087068 - 78087069;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78087085;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78086771;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78085780;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78081346 - 78087175;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78090757 - 78092614;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78078740;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78083793 - 78083794;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78078689;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78078439;GAA;Enfermedad de Pompe;Likely benign
Chr17:78084841;GAA;Enfermedad de Pompe;Likely benign
Chr17:78086429;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78082302;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78084762 - 78084763;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78082599 - 78082602;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78081589;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078840 - 78078841;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78083778;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78090780;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078683;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082291 - 78082292;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78090795;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78092456;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78084794;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082373;GAA;Enfermedad de Pompe;Likely benign
Chr17:78086804;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078852;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78079689;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078529;GAA;Enfermedad de Pompe;Likely benign
Chr17:78086791;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78092032;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78087108 - 78087109;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78090888 - 78090897;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78086827;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78078426;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78079547;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78082486 - 78087175;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78082409;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082557;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78086761;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082107;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082396;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78091537 - 78091538;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78091412;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78079640;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78090857;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78085803;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78086463 - 78086464;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78078599;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78084590;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78081366;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78084745;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78082285;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082128;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78084816;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78092540;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78086714 - 78086715;GAA;Enfermedad de Pompe;Pathogenic/Likely pathogenic
Chr17:78086468;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78081427;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78079655 - 78079656;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78087168;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78086712;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78084798;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78086445;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78081343;GAA;Enfermedad de Pompe;Likely benign
Chr17:78092062;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78081445;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78081639;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78081452;GAA;Enfermedad de Pompe;Likely benign
Chr17:78078694;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78083799;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78081351;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78084556;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78091541;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78087113;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78079572;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78086384;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78085817 - 78085818;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78082647;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078401;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78084542;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78081667;GAA;Enfermedad de Pompe;Likely benign
Chr17:78085805;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78086396;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082383;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078454;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78091477;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082577;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082574;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78085784;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078483;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78081694;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78084606;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78087069;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78081591;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078818;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78091996;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78081623;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78059792 - 78093130;CCDC40|GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78084586;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078656;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078746;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78081526;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78086489;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082192;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082109;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078536;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78085790;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78085772 - 78085773;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082309;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78083819;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78092046;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082330;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082532 - 78082533;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78087100;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78081444;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082620;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78082287;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78084737;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078911 - 78078912;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78079591;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78086689;GAA;Enfermedad de Pompe;Conflicting interpretations of pathogenicity
Chr17:78082136;GAA;Enfermedad de Pompe;Likely pathogenic
Chr17:78085886;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78092037;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78084541;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78085893;GAA;Enfermedad de Pompe;Pathogenic/Likely pathogenic
Chr17:78085910;GAA;Enfermedad de Pompe;Likely benign
Chr17:78085794;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78079507;GAA;Enfermedad de Pompe;Likely benign
Chr17:78081487 - 78081505;GAA;Enfermedad de Pompe;Likely pathogenic
Chr17:78078829;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78081612;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78082102 - 78082103;GAA;Enfermedad de Pompe;Likely pathogenic
Chr17:78091452;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78082190;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78085848;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78092157;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78084746;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78091492 - 78091493;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78090834 - 78090835;GAA;Enfermedad de Pompe;Pathogenic
Chr17|17:78081415;GAA;Enfermedad de Pompe;Pathogenic
Chr17:78082370;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078888;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78078857;GAA;Enfermedad de Pompe;Uncertain significance
Chr17:78081420;GAA;Enfermedad de Pompe;Uncertain significance
